"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Dec-14 to 31-Dec-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242460,22-Dec-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,"2,317.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242461,22-Dec-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,"1,738.08",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242462,22-Dec-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,-579.36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,243104,23-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,341.69",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242514,22-Dec-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242515,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242516,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242517,22-Dec-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242518,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242519,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242520,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242521,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242522,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242523,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242524,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242525,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242526,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242527,22-Dec-14,Adult Social Care,  Older MH North - PNMB1 - Two,306408,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242528,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242529,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242530,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242531,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242532,22-Dec-14,Adult Social Care,  Older MH South - PSMB1,306411,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242533,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242534,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242535,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242536,22-Dec-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242537,22-Dec-14,Adult Social Care,  Older MH South - PSMB1,306411,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242538,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242539,22-Dec-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242540,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242541,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242542,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242543,22-Dec-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242544,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242545,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242546,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242547,22-Dec-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242548,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242549,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242550,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242551,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242552,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242553,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242554,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242555,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242556,22-Dec-14,Adult Social Care,  Older Pdi North - PNLTA,306405,167007  ,Residential Care,"1,373.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242556,22-Dec-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,436,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242557,22-Dec-14,Adult Social Care,  Older MH North - PNMB1 - Two,306408,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242558,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242559,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242463,22-Dec-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242464,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242465,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242466,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,352.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242466,22-Dec-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,436,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242467,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242468,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242469,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242470,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242471,22-Dec-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242472,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242473,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242474,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242475,22-Dec-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242476,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242477,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242478,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242479,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242480,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242481,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242482,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242483,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242484,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242485,22-Dec-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242486,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242487,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242488,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242489,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242490,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242491,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242492,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242493,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242494,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242495,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242496,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,246122,23-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"2,261.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242497,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242499,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242500,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242501,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242502,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242503,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242504,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242505,22-Dec-14,Adult Social Care,  Older PDI South - PSLTC - Two,306410,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242506,22-Dec-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242507,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242508,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242509,22-Dec-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242510,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242511,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,242512,22-Dec-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"4,536.19",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,214947,09-Dec-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,571.64",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,214948,09-Dec-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,571.64",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCHESTER HEALTHCARE HOMES LTD,214949,09-Dec-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,571.64",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,217385,05-Dec-14,New Northumberland Council,  New Northumberland Council,900000,601400  ,LT Debtors - Central Government Bodies,"210,575.34",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,248534,22-Dec-14,BELOW LINE,  Capital Financing Account,130052,290000  ,Interest Payments,"39,591.23",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,281699,31-Dec-14,Central Services,  Corporate & Democratic Core,130010,144032  ,Bank Charges,267.42,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  County Tourist Information,250100,140005  ,Equipment Rental,6.96,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  Alnwick TIC,250270,140005  ,Equipment Rental,30.36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  Alnwick TIC,250270,144032  ,Bank Charges,12,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  Amble TIC,250290,144032  ,Bank Charges,12,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  Craster TIC,250310,140005  ,Equipment Rental,8.45,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  Craster TIC,250310,144032  ,Bank Charges,12,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  Berwick TIC,250330,140005  ,Equipment Rental,41.58,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  Berwick TIC,250330,144032  ,Bank Charges,12,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  Seahouses TIC,250350,140005  ,Equipment Rental,11.49,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  Seahouses TIC,250350,144032  ,Bank Charges,12,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BARCLAYS CAPITAL GLOBAL SERVICES UNIT,269522,10-Dec-14,Cultural and Related Services,  Wooler TIC,250370,140005  ,Equipment Rental,5.4,Expense
