"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Oct-14 to 31-Oct-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,122095,16-Oct-14,Children's and Education Services,  Work Programme,10029,113001  ,Casual hire of facilities,567,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,122118,16-Oct-14,Children's and Education Services,  Work Programme,10029,144025  ,Professional Services,490.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCO GROUP LIMITED,92567,22-Oct-14,Fire and Rescue Services,  Fire & Rescue Services Admin Centre,30100,140012  ,Health & Safety,421.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDEN HOUSE NURSING HOME,102132,03-Oct-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,"1,917.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,102137,03-Oct-14,Adult Social Care,  Older MH South - PSMB1,306411,167007  ,Residential Care,"-3,403.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,102138,03-Oct-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"5,347.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,100979,02-Oct-14,Adult Social Care,  Older MH South - PSMB1,306411,167007  ,Residential Care,911.55,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,117500,13-Oct-14,Adult Social Care,  Older MH South - PSMB1,306411,167007  ,Residential Care,"1,276.17",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,102136,03-Oct-14,Adult Social Care,  LD South - LS1B1,306153,167007  ,Residential Care,"1,701.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,102136,03-Oct-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"1,701.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,102136,03-Oct-14,Adult Social Care,  Older MH South - PSMB1,306411,167007  ,Residential Care,"6,465.93",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,102136,03-Oct-14,Personnel Allow Payments,  Personnel Allow Payments,990345,500190  ,Personal Allowances Dr,797.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AREA NORTH TRAINING AND SAFETY LIMITED,145777,30-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,120,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AREA NORTH TRAINING AND SAFETY LIMITED,145777,30-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,360,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARGOS CORPORATE LINK,101611,03-Oct-14,Children's and Education Services,  Leaving Care Payments,16011,181002  ,Other Adults Leaving Care Payments,289.48,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARGOS CORPORATE LINK,69853,09-Oct-14,Children's and Education Services,  Leaving Care Payments,16011,144002  ,Educational Learning Resources ( Not ICT equipment),472.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARGOS CORPORATE LINK,108142,10-Oct-14,Children's and Education Services,  Leaving Care Payments,16011,144002  ,Educational Learning Resources ( Not ICT equipment),639.97,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARGUS ECOLOGY LTD,144131,29-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,167016  ,Trees and shrubs,"1,398.30",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARJO HUNTLEIGH,108230,07-Oct-14,Adult Social Care,  Estates,300454,140004  ,Equipment Maintenance,"2,096.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARJO HUNTLEIGH,73887,07-Oct-14,Adult Social Care,  Estates,300454,140004  ,Equipment Maintenance,"2,198.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARJO HUNTLEIGH,78872,07-Oct-14,Adult Social Care,  Estates,300454,140004  ,Equipment Maintenance,736,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARJO HUNTLEIGH,70704,01-Oct-14,Adult Social Care,  Estates,300454,110003  ,Repair and Maintenance,"4,820.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARJO HUNTLEIGH,108279,08-Oct-14,Adult Social Care,  Estates,300454,110003  ,Repair and Maintenance,"2,398.87",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARJO HUNTLEIGH,117167,13-Oct-14,Adult Social Care,  Estates,300454,110003  ,Repair and Maintenance,438,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARKLE AND SONS BUILDING CONTRACTORS,119212,14-Oct-14,Housing Services,  Adaptations,245060,144025  ,Professional Services,"2,743.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK FINANCE LTD,122723,16-Oct-14,Highways and Transport Services,  Hire Desk,205360,132000  ,Vehicle hire,630,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK FINANCE LTD,73470,06-Oct-14,Highways and Transport Services,  Hire Desk,205360,132000  ,Vehicle hire,630,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK FINANCE LTD,107599,20-Oct-14,Highways and Transport Services,  Hire Desk,205360,132000  ,Vehicle hire,630,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,101162,07-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,945,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,101167,07-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,636.53",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,101173,07-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,079.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,101171,08-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,260,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,105666,08-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,320,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,105663,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,189.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,105661,07-Oct-14,Children's and Education Services,  Education Provided Other Than At School,14000,136000  ,Pupils - Travel,320,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,109213,08-Oct-14,Adult Social Care,  Tynesdale Horticultural Skills Unit,300056,133000  ,Public Transport Fares,465.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,109204,08-Oct-14,Children's and Education Services,  Tynedale FACT,16014,181000  ,Client Transport,"1,445.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,137088,24-Oct-14,Children's and Education Services,  Tynedale FACT,16014,181000  ,Client Transport,"1,445.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,84411,01-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"39,184.62",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,84407,01-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"4,634.74",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,84401,01-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"9,901.49",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,84313,13-Oct-14,Highways and Transport Services,  Local Sustainable Transport Fund,202110,133000  ,Public Transport Fares,"20,450.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,119354,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"8,848.14",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,119354,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"21,909.68",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,119349,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"5,580.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,119349,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"11,780.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,119349,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,240.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,128652,20-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"44,640.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97505,28-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"4,378.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97587,06-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,754.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97590,06-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"2,090.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97626,06-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"4,680.52",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97630,06-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"1,076.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97635,06-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"2,374.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97643,06-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"1,100.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97647,06-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"8,370.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97655,07-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,130008  ,Other Transport Costs,"1,755.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,107603,07-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"2,827.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,107603,07-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,320055  ,Bus Fares,-418.15,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97665,06-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"3,657.82",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,97678,06-Oct-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,634.84,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,117821,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"7,794.79",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,117821,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"15,168.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,117812,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,960,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,126256,27-Oct-14,Highways and Transport Services,  Concessionary Travel,204140,136001  ,Concessions to Bus Operators,"85,177.95",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,141161,28-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"4,340.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,141161,28-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,720.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARTEMIS SOCIAL CARE,69346,06-Oct-14,Children's and Education Services,  Out Of County Placements,16020,167004  ,Out Of County Residential Placements,"9,600.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASD METAL SERVICES,81892,09-Oct-14,Highways and Transport Services,  Rechargable Construction - South East,200420,140016  ,Highways Materials,412.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASD METAL SERVICES,81206,13-Oct-14,Highways and Transport Services,  Rechargable Construction - South East,200420,140016  ,Highways Materials,"3,060.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHBROOK CONSTRUCTION SERVICS LTD,122212,16-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500133  ,CIP - land and Buildings,"88,904.80",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,119925,15-Oct-14,Adult Social Care,  Older PDI Central - PCLA1,306402,181000  ,Client Transport,117,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,119925,15-Oct-14,Adult Social Care,  CHC Packages,306420,167002  ,Other Independent Care,143,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,132838,22-Oct-14,Children's and Education Services,  Family Placement Service,17012,181001  ,Other Placement Costs,"2,140.74",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,117225,16-Oct-14,Children's and Education Services,  Family Placement Service,17012,181001  ,Other Placement Costs,403.34,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,119924,15-Oct-14,Adult Social Care,  CHC Packages,306420,167002  ,Other Independent Care,818.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,117229,15-Oct-14,Children's and Education Services,  Family Placement Service,17012,181001  ,Other Placement Costs,538.05,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,117831,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,100.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,121084,15-Oct-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"1,050.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,121080,15-Oct-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"1,600.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,121075,15-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,720,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,121078,15-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,800,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,117824,14-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,480,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,121072,15-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,910,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,121086,15-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,600,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,121893,16-Oct-14,Children's and Education Services,  Teenage Pregnancy Unit,14110,133000  ,Public Transport Fares,302.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,117214,14-Oct-14,Children's and Education Services,  Family Placement Service,17012,181001  ,Other Placement Costs,"1,147.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,132237,22-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,300.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,132231,30-Oct-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,603,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHWOODS LIGHTFOOT LIMITED,110404,27-Oct-14,Highways and Transport Services,  Vehicles and Compliance,205100,130003  ,Other Vehicle Expenses,"1,997.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASI TRAVEL,97803,07-Oct-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"2,310.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69264,01-Oct-14,Cultural and Related Services,  Schools Library Service,252400,140014  ,"Books, Publications and Media","1,134.13",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69810,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",10.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69810,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",134,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69810,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",107.68,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69810,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",98.65,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69810,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",10.06,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69440,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",8.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69440,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",163.17,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69440,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",18.13,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69440,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",109.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69440,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",5.03,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69286,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",9,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69286,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",164.81,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69286,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",14.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69286,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",108.98,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69441,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69441,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",110.41,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69441,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",67.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69441,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",87.47,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69441,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",12.3,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69442,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",12.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69442,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",169.72,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69442,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",112.65,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69442,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",114.29,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,69442,02-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",5.03,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,82071,07-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",14,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,82071,07-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",305.9,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,82071,07-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",60.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,82071,07-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",49.16,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,82071,07-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",8.37,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,82072,07-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",8.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,82072,07-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",218.61,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,82072,07-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",31.36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,82072,07-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",42.46,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,82072,07-Oct-14,Cultural and Related Services,  County Library Service,252020,140014  ,"Books, Publications and Media",5.03,Expense
