"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Feb-14 to 28-Feb-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134801,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,760.73",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134895,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"3,238.17",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134896,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,428.58",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134897,07-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,214.40",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134899,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"3,072.11",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134892,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"3,440.52",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134891,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,850.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134888,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,732.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134890,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"4,195.77",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134883,07-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"3,142.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134841,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"4,780.97",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134839,06-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,968.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134837,06-Feb-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,480,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5134833,11-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,720,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5141886,10-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,600.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BAYNES TAXIS,5153867,18-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"1,630.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BDAILY,5161522,21-Feb-14,Central Services - Corporate and Democratic Core ,  Technical Assistance - LEP,105005,2740  ,Advertising / Publicity,750,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACHVILLE REST HOME,5153075,17-Feb-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"2,863.43",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACHVILLE REST HOME,5153075,17-Feb-14,Adult Social Care ,  Older PDI Central - PCLB1 - Two,306401,3359  ,Residential Care,"2,863.43",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACHVILLE REST HOME,5153075,17-Feb-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3359  ,Residential Care,"17,276.22",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACHVILLE REST HOME,5153076,17-Feb-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3359  ,Residential Care,"2,863.43",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACONHILL PRE SCHOOL,5149864,14-Feb-14,Education Services ,  Funding for 3 and 4 Year Old Children,24018,3251  ,Other Contributions,536,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACONHILL PRE SCHOOL,5151365,14-Feb-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"6,589.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACONHILL PRE SCHOOL,5145029,12-Feb-14,Childrens Social Care ,  Cramlington & Seaton Valley FACT,16012,3361  ,Day Care,252.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154236,18-Feb-14,Adult Social Care ,  LD South - LS1B1,306153,3359  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154236,18-Feb-14,Adult Social Care ,  Older PDI South - PSLTC - Two,306410,3357  ,Care Homes with Nursing,"1,871.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154236,18-Feb-14,Adult Social Care ,  Older MH South - PSMB1,306411,3357  ,Care Homes with Nursing,"1,871.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154236,18-Feb-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"4,620.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154237,18-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3357  ,Care Homes with Nursing,"3,742.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154237,18-Feb-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"4,620.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154238,18-Feb-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3357  ,Care Homes with Nursing,"3,742.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154238,18-Feb-14,Adult Social Care ,  Older MH South - PSMB1,306411,3357  ,Care Homes with Nursing,"1,871.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154238,18-Feb-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"7,095.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154239,18-Feb-14,Adult Social Care ,  Older MH South - PSMB1,306411,3357  ,Care Homes with Nursing,"1,871.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154239,18-Feb-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"6,930.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154240,18-Feb-14,Adult Social Care ,  Older MH South - PSMB1,306411,3357  ,Care Homes with Nursing,"1,871.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154240,18-Feb-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"7,095.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154241,18-Feb-14,Adult Social Care,  CHC Packages,306420,3359  ,Residential Care,"1,163.21",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154242,18-Feb-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3359  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEACON FARM CARE CENTRE,5154242,18-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3357  ,Care Homes with Nursing,"1,871.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEAUMONT TAXIS OF HEXHAM,5134674,07-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,521.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEDLINGTONSHIRE MEDICAL GROUP,5149366,14-Feb-14,Public Health,  Local Public Health Service Health Checks,35114,2656  ,Commissioned Services,650,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEDLINGTONSHIRE MEDICAL GROUP,5149367,14-Feb-14,Public Health,  Local Public Health Service Implant GP,35111,2656  ,Commissioned Services,362.66,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEDLINGTONSHIRE MEDICAL GROUP,5149368,14-Feb-14,Public Health,  Local Public Health Service IUCD GP,35115,2656  ,Commissioned Services,569.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEDLINGTON BEARS NURSERY,5149865,14-Feb-14,Education Services ,  Funding for 3 and 4 Year Old Children,24018,3251  ,Other Contributions,414,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEDLINGTON BEARS NURSERY,5151368,14-Feb-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,"1,931.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEDLINGTON CARS,5141045,07-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,304,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEDLINGTON COMMUNITY CENTRE,5111148,07-Feb-14,Education Services ,  Northumberland Creative & Performing Arts,10195,1551  ,Casual hire of facilities,480,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEDMAX LIMITED,5129442,03-Feb-14,Regional Growth Fund,  Regional Growth Fund,991220,8743  ,Partnership Development Projects,"1,910.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEELINE PROMOTIONAL PRODUCTS LIMITED,5126402,26-Feb-14,Cultural and Related Services ,  School Games,251330,2639  ,Professional Services,"4,003.22",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELFORD MEDICAL GROUP,5149369,14-Feb-14,Public Health,  Local Public Health Service Health Checks,35114,2656  ,Commissioned Services,"1,049.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELLE VUE HOUSE,5164914,25-Feb-14,Adult Social Care ,  Older PDI Central - PCLA1,306402,3357  ,Care Homes with Nursing,"1,880.28",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELLE VUE HOUSE,5164915,25-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3357  ,Care Homes with Nursing,"1,952.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELLINGHAM AND HUMSHAUGH TAXIS,5132082,04-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,728.65,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELLINGHAM AND HUMSHAUGH TAXIS,5132080,04-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,292.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL GROUP U.K,5102699,10-Feb-14,Childrens Social Care ,  Kyloe House,17010,1506  ,Repair and Maintenance,741,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL GROUP U.K,5112964,17-Feb-14,Childrens Social Care ,  Kyloe House,17010,1506  ,Repair and Maintenance,741,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL GROUP U.K,5121537,20-Feb-14,Childrens Social Care ,  Kyloe House,17010,1506  ,Repair and Maintenance,741,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL GROUP U.K,5132460,27-Feb-14,Childrens Social Care ,  Kyloe House,17010,1506  ,Repair and Maintenance,741,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL TRUCK SALES LTD,5132223,04-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8434  ,CIP  - Plant and Equipment,"41,360.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL TRUCK SALES LTD,5132221,04-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8434  ,CIP  - Plant and Equipment,"41,360.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL TRUCK SALES LTD,5132257,05-Feb-14,Fixed Asset Account,  Fixed Asset Account,990120,8434  ,CIP  - Plant and Equipment,"41,360.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL TRUCK SALES LTD,5146335,13-Feb-14,Highways and Transport Services ,  Morpeth Workshop,205230,2012  ,Vehicle Repairs and maintenance,300.92,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL TRUCK SALES LTD,5157484,20-Feb-14,Highways and Transport Services ,  Alnwick Lionheart Workshop,205240,2012  ,Vehicle Repairs and maintenance,"1,721.58",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL TRUCK SALES LTD,5162429,21-Feb-14,Highways and Transport Services ,  Alnwick Lionheart Workshop,205240,2012  ,Vehicle Repairs and maintenance,514.37,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL TRUCK SALES LTD,5157487,20-Feb-14,Highways and Transport Services ,  Alnwick Lionheart Workshop,205240,2012  ,Vehicle Repairs and maintenance,753,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL TRUCK SALES LTD,5135630,13-Feb-14,Highways and Transport Services ,  Hexham Burn Lane Workshop,205270,2012  ,Vehicle Repairs and maintenance,-301,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL TRUCK SALES LTD,5146336,13-Feb-14,Highways and Transport Services ,  Alnwick Lionheart Workshop,205240,2012  ,Vehicle Repairs and maintenance,343.84,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5152934,17-Feb-14,Adult Social Care ,  Older Pdi North - PNLTB,306406,3361  ,Day Care,"1,559.52",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5152934,17-Feb-14,Adult Social Care ,  Older Pdi North - PNLTB,306406,7203  ,Client Contributions - Transport Charges,-66,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5152934,17-Feb-14,Adult Social Care ,  Older Pdi North - PNLTB,306406,7211  ,Client Contributions - Day Care Meals,-94.5,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5152934,17-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3361  ,Day Care,"1,592.01",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5152934,17-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,7203  ,Client Contributions - Transport Charges,-66,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5152934,17-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,7211  ,Client Contributions - Day Care Meals,-94.5,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5145495,12-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3361  ,Day Care,"1,147.59",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5165234,26-Feb-14,Adult Social Care ,  Older Pdi North - PNLTB,306406,3361  ,Day Care,"2,371.77",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5165234,26-Feb-14,Adult Social Care ,  Older Pdi North - PNLTB,306406,7203  ,Client Contributions - Transport Charges,-88,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5165234,26-Feb-14,Adult Social Care ,  Older Pdi North - PNLTB,306406,7211  ,Client Contributions - Day Care Meals,-151.25,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5165234,26-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3361  ,Day Care,"2,209.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5165234,26-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,7203  ,Client Contributions - Transport Charges,-88,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW DAY CENTRE,5165234,26-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,7211  ,Client Contributions - Day Care Meals,-151.25,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL VIEW (BELFORD) LIMITED,5149247,14-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,4102  ,Client Transport,296,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL'S OF ROTHBURY,5132084,04-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,574.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELL'S OF ROTHBURY,5132092,04-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,336.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BELSAY PRE SCHOOL PLAYGROUP,5149868,14-Feb-14,Education Services ,  Funding for 3 and 4 Year Old Children,24018,3251  ,Other Contributions,"2,068.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BENFIELD MOTORS LTD,5100315,03-Feb-14,Highways and Transport Services ,  Morpeth Workshop,205230,2012  ,Vehicle Repairs and maintenance,336.33,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BENFIELD MOTORS LTD,5120247,12-Feb-14,Highways and Transport Services ,  Morpeth Workshop,205230,2012  ,Vehicle Repairs and maintenance,256.33,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEN MOTOR AND ALLIED TRADES BENEVOLENT FUND,5152971,17-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3359  ,Residential Care,"9,426.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEN MOTOR AND ALLIED TRADES BENEVOLENT FUND,5152971,17-Feb-14,Adult Social Care,  CHC Packages,306420,3359  ,Residential Care,"2,200.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERENDSEN,5130702,21-Feb-14,Central Services - Other Operating Income and Expenditure ,  County Hall Running Costs (6250),295060,2570  ,Laundry,497.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERESFORD LODGE RETIREMENT HOME,5156444,19-Feb-14,Adult Social Care ,  Older PDI South - PSLTC - Two,306410,3359  ,Residential Care,"1,022.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERESFORD LODGE RETIREMENT HOME,5156445,19-Feb-14,Adult Social Care ,  Older PDI Central - PCLB1 - Two,306401,3359  ,Residential Care,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERESFORD LODGE RETIREMENT HOME,5156445,19-Feb-14,Adult Social Care ,  Older PDI South - PSLTC - Two,306410,3359  ,Residential Care,"3,577.84",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERESFORD LODGE RETIREMENT HOME,5156445,19-Feb-14,Adult Social Care ,  Older MH South - PSMB1,306411,3359  ,Residential Care,"5,366.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERESFORD LODGE RETIREMENT HOME,5156446,19-Feb-14,Adult Social Care ,  Older MH South - PSMB1,306411,3359  ,Residential Care,"14,475.52",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERNICIA GROUP LTD,5130722,03-Feb-14,Cultural and Related Services ,  Cleaswell Hill County Library,252220,1550  ,Rents and Leases,587.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERNICIA GROUP LTD,5141279,10-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,"2,302.82",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERNICIA GROUP LTD,5141265,10-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,"3,062.94",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERNICIA GROUP LTD,5141270,10-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,"3,433.53",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERNICIA GROUP LTD,5141275,10-Feb-14,Adult Social Care ,  Block Contracts,303001,3374  ,Block Contracts,"4,395.30",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERTRAM LIBRARY SERVICES,5127057,17-Feb-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,256.76,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK BOROUGH HOUSING LTD,5153765,18-Feb-14,Adult Social Care ,  Pottergate Centre (Alnwick),300052,1551  ,Casual hire of facilities,416.67,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK BOROUGH HOUSING LTD,5139459,06-Feb-14,Adult Social Care ,  Main Supporting People Grant,303301,3251  ,Other Contributions,"2,201.45",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK BRIDGES LIMITED,5156456,19-Feb-14,Adult Social Care ,  LD North - LN1A1,306152,3359  ,Residential Care,"13,044.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK CARE HOMES,5156411,19-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3357  ,Care Homes with Nursing,606,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK CARE HOMES,5154160,18-Feb-14,Adult Social Care,  CHC Packages,306420,3359  ,Residential Care,740.66,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK CARE HOMES,5154161,18-Feb-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3359  ,Residential Care,"1,615.99",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK CITIZENS ADVICE BUREAU,5170038,28-Feb-14,Adult Social Care ,  Section 256 Transfer,303002,3374  ,Block Contracts,"36,000.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK COMMUNITY TRUST,5131580,04-Feb-14,Education Services ,  Wooler Sure Start Local Programme,9400,0670  ,Agency Staff,450,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK COMMUNITY TRUST,5131580,04-Feb-14,Education Services ,  Berwick Sure Start Local Programme,9403,0670  ,Agency Staff,"6,882.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK GYMNASTICS CLUB,5101336,06-Feb-14,Cultural and Related Services ,  Sport England Core Grant,251310,2639  ,Professional Services,"3,000.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK YOUTH PROJECT,5142350,11-Feb-14,Education Services ,  Youth Service North Area Team,11041,2603  ,School Trips and Educational Visits,"5,474.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK YOUTH PROJECT,5152803,17-Feb-14,Education Services ,  Youth Service North Area Team,11041,3180  ,Grants to Voluntary Bodies,"1,300.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK YOUTH PROJECT,5166081,26-Feb-14,Education Services ,  Youth Service North Area Team,11041,3180  ,Grants to Voluntary Bodies,"6,250.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BERWICK YOUTH PROJECT,5139448,06-Feb-14,Adult Social Care ,  Main Supporting People Grant,303301,3251  ,Other Contributions,"4,688.71",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEWICK WAVERLEY LTD,5163169,21-Feb-14,Adult Social Care ,  Older Pdi North - PNLTA,306405,3357  ,Care Homes with Nursing,"1,619.43",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEWICK WAVERLEY LTD,5170059,28-Feb-14,Adult Social Care ,  Older Pdi North - PNLTA,306405,3357  ,Care Homes with Nursing,"2,008.09",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEWICK WAVERLEY LTD,5170056,28-Feb-14,Adult Social Care ,  Older Pdi North - PNLTA,306405,3357  ,Care Homes with Nursing,"1,813.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BEWICK WAVERLEY LTD,5170060,28-Feb-14,Adult Social Care ,  Older Pdi North - PNLTA,306405,3357  ,Care Homes with Nursing,"1,813.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BIBLIOGRAPHIC DATA SERVICES LTD,5121080,17-Feb-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,"4,065.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BIBLIOTHECA (UK),5119820,06-Feb-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,317.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BIBLIOTHECA (UK),5155836,19-Feb-14,Cultural and Related Services ,  County Library Service,252020,2500  ,Equipment,"2,841.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BLACKSHAWS GARAGE,5152886,17-Feb-14,Highways and Transport Services ,  Alnwick Lionheart Workshop,205240,2012  ,Vehicle Repairs and maintenance,419.77,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BLACKSHAWS GARAGE,5163787,24-Feb-14,Highways and Transport Services ,  Alnwick Lionheart Workshop,205240,2012  ,Vehicle Repairs and maintenance,560.05,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BLACKSTONE CARE LIMTED,5153577,17-Feb-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"2,868.95",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,BLUELINE TAXIS,5141885,10-Feb-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,301.00",Expense
