"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Nov-14 to 30-Nov-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Children's and Education Services,  Adoption Reform Grant,17021,100600  ,Temporary / Agency Staff,"1,116.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Children's and Education Services,  School & Business Support Team,24004,100600  ,Temporary / Agency Staff,388.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Children's and Education Services,  School Admissions & FIS,24015,100600  ,Temporary / Agency Staff,"1,901.33",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Children's and Education Services,  Safeguarding Unit,25000,100600  ,Temporary / Agency Staff,"1,337.25",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Central Services,  Human Resources,110001,100600  ,Temporary / Agency Staff,670.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Central Services,  Corporate Health & Safety Team,112001,100600  ,Temporary / Agency Staff,455.85,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Central Services,  Legal,120001,100600  ,Temporary / Agency Staff,533.82,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Central Services,  Financial Services Management,125001,100600  ,Temporary / Agency Staff,726.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Central Services,  Employee Services,125011,100600  ,Temporary / Agency Staff,379.96,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Central Services,  Procurement,125040,100600  ,Temporary / Agency Staff,380.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Central Services,  Revenues & Benefits Management,126025,100600  ,Temporary / Agency Staff,738.56,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Central Services,  Facilities Management,128025,100600  ,Temporary / Agency Staff,870.61,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Highways and Transport Services,  Construction,200300,100600  ,Temporary / Agency Staff,"3,734.73",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Highways and Transport Services,  Rechargable Maintenance - West,200540,100600  ,Temporary / Agency Staff,288.56,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Highways and Transport Services,  A69 NPLG,200550,100600  ,Temporary / Agency Staff,311.03,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Highways and Transport Services,  Design,202150,100600  ,Temporary / Agency Staff,"8,562.45",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Cultural and Related Services,  Countryside Policy and Definitive Map,203100,100600  ,Temporary / Agency Staff,617.82,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Environmental and Regulatory Services,  Head of Service & Corporate Recharges,225010,100600  ,Temporary / Agency Staff,995.9,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Environmental and Regulatory Services,  Hexham Depot - Waste Collection Services,225500,100600  ,Temporary / Agency Staff,638.44,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Environmental and Regulatory Services,  Blyth Depot - Waste Collection Services,225600,100600  ,Temporary / Agency Staff,"1,223.73",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Environmental and Regulatory Services,  Management,231550,100600  ,Temporary / Agency Staff,685.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Planning Services,  Strategic & Urban Development Management,240010,100600  ,Temporary / Agency Staff,713.52,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Housing Services,  Homelessness and Housing Options,246120,100600  ,Temporary / Agency Staff,426.61,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Cultural and Related Services,  County Cultural Development,250050,100600  ,Temporary / Agency Staff,"2,544.86",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Central Services,  Customer Services Admin,255100,100600  ,Temporary / Agency Staff,424.08,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Adult Social Care,  Short Term Support Service - South - Central,300005,100600  ,Temporary / Agency Staff,345.75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Adult Social Care,  Bedlington Day Centre,300100,100600  ,Temporary / Agency Staff,172.95,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Adult Social Care,  Finance and Resources,300450,100600  ,Temporary / Agency Staff,921,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DE POEL MANAGED SERVICES LTD,190164,26-Nov-14,Adult Social Care,  Safeguarding Adults Team,303252,100600  ,Temporary / Agency Staff,450.51,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAGONAL ALTERNATIVES LLP,154639,06-Nov-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,459,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAGONAL ALTERNATIVES LLP,166123,12-Nov-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,459,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAGONAL ALTERNATIVES LLP,193000,27-Nov-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,459,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAGONAL ALTERNATIVES LLP,193002,27-Nov-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,459,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158015,07-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"1,890.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158040,07-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"1,008.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158042,07-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,360,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158043,07-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"1,368.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158065,07-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,268.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,162594,07-Nov-14,Children's and Education Services,  Family Placement Service,17012,181001  ,Other Placement Costs,"2,092.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158170,07-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"2,304.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158231,14-Nov-14,Children's and Education Services,  Family Placement Service,17012,181000  ,Client Transport,"1,350.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158235,07-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,500,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158236,07-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"1,314.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158274,07-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,594.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,163225,10-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,295.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158281,07-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,432,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158285,07-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"1,404.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,158301,07-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,152.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,174851,17-Nov-14,Adult Social Care,  CHC Packages,306420,167002  ,Other Independent Care,"2,340.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAL-A-CAR/TAXIS LTD,164002,12-Nov-14,Adult Social Care,  CHC Packages,306420,167002  ,Other Independent Care,"1,980.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAMOND PRIVATE HIRE,167377,12-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,190.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAMOND PRIVATE HIRE,167735,13-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"1,800.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAMOND PRIVATE HIRE LTD,154751,06-Nov-14,Children's and Education Services,  Family Placement Service,17012,181001  ,Other Placement Costs,480,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAMOND PRIVATE HIRE LTD,154749,06-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,857.16,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAMOND PRIVATE HIRE LTD,154746,06-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,693,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAMOND PRIVATE HIRE LTD,154746,06-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"1,245.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIAMOND PRIVATE HIRE LTD,189716,25-Nov-14,Adult Social Care,  Blyth Riverside Resource Centre (Blyth),300051,130000  ,Vehicle Purchases,"1,016.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIANDJIMS LTD,167184,12-Nov-14,Children's and Education Services,  Free Early Learning and Childcare (2Year Olds) Grant,24022,166000  ,Other Contributions,"14,109.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIANDJIMS LTD,167185,12-Nov-14,Children's and Education Services,  Free Early Learning and Childcare (2Year Olds) Grant,24022,166000  ,Other Contributions,"2,365.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIANDJIMS LTD,167053,12-Nov-14,Children's and Education Services,  Funding for 3 and 4 Year Old Children,24018,166000  ,Other Contributions,370.75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIANE FORSTER,167245,12-Nov-14,Children's and Education Services,  Free Early Learning and Childcare (2Year Olds) Grant,24022,166000  ,Other Contributions,539.25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIANE FORSTER,167115,12-Nov-14,Children's and Education Services,  Funding for 3 and 4 Year Old Children,24018,166000  ,Other Contributions,417.25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIANNE FOX,197070,28-Nov-14,Cultural and Related Services,  Hexham TIC,250450,140013  ,Materials for Resale,328.25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIMENSIONS (UK) LTD,149977,03-Nov-14,Adult Social Care,  LD West - LW1H1,306154,167008  ,Homecare,"10,594.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIMENSIONS (UK) LTD,149979,03-Nov-14,Adult Social Care,  LD West - LW1H1,306154,167008  ,Homecare,"13,685.28",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIMENSIONS (UK) LTD,184647,21-Nov-14,Adult Social Care,  LD West - LW1H1,306154,167008  ,Homecare,"10,594.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIMENSIONS (UK) LTD,184649,21-Nov-14,Adult Social Care,  LD West - LW1H1,306154,167008  ,Homecare,"13,685.28",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIPSTICKS RESEARCH LTD,167490,12-Nov-14,Regional Growth Fund,  Regional Growth Fund,991220,500098  ,Partnership Development Projects,"9,922.26",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIPTON CARE HOME LTD,157111,06-Nov-14,Adult Social Care,  Older MH West - PWMH1,306414,167007  ,Residential Care,"3,864.01",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIPTON CARE HOME LTD,172598,14-Nov-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,"2,457.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIPTON CARE HOME LTD,187818,24-Nov-14,Adult Social Care,  Older MH West - PWMH1,306414,167007  ,Residential Care,"2,003.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DIPTON CARE HOME LTD,187818,24-Nov-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,"1,930.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198451,28-Nov-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198452,28-Nov-14,Adult Social Care,  LD Central - LC1M1 - One,306150,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198453,28-Nov-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198454,28-Nov-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198455,28-Nov-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198456,28-Nov-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198457,28-Nov-14,Adult Social Care,  Older PDI South - PSLTC - Two,306410,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198458,28-Nov-14,Adult Social Care,  Older PDI South - PSLTC - Two,306410,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198459,28-Nov-14,Adult Social Care,  Older PDI South - PSLTC - Two,306410,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198460,28-Nov-14,Adult Social Care,  Older PDI South - PSLTC - Two,306410,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198461,28-Nov-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198462,28-Nov-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198463,28-Nov-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198464,28-Nov-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"3,130.40",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198465,28-Nov-14,Adult Social Care,  Older Pdi North - PNLTA,306405,167007  ,Residential Care,"1,596.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198465,28-Nov-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,596.68",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198466,28-Nov-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"3,920.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198467,28-Nov-14,Adult Social Care,  Older PDI South - PSLTC - Two,306410,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISABLED HOUSING TRUST,198468,28-Nov-14,Adult Social Care,  Older PDI South - PSLTC - Two,306410,167007  ,Residential Care,"2,942.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE AND BARRING SERVICE,223049,18-Nov-14,Payments Suspense,  Payments Suspense,990321,500205  ,Payments Suspense,"17,336.00",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,151305,03-Nov-14,Central Services,  Registrars,116001,101001  ,"Recruitment - Tests, CRB charges etc",175,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,151305,03-Nov-14,Highways and Transport Services,  Parking Operational,207400,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,151305,03-Nov-14,Housing Services,  Homelessness and Housing Options,246120,101001  ,"Recruitment - Tests, CRB charges etc",125,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,151305,03-Nov-14,Housing Services,  Homefinder,246160,101001  ,"Recruitment - Tests, CRB charges etc",75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,151305,03-Nov-14,Central Services,  County Hall Reception,255400,101001  ,"Recruitment - Tests, CRB charges etc",75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,151305,03-Nov-14,Central Services,  County Hall Post Room,255410,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,151305,03-Nov-14,Central Services,  Tweedmouth West First School - Cleaning,272047,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,168900,13-Nov-14,Central Services,  Registrars,116001,101001  ,"Recruitment - Tests, CRB charges etc",175,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,168900,13-Nov-14,Central Services,  Legal,120001,101001  ,"Recruitment - Tests, CRB charges etc",50,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,168900,13-Nov-14,Housing Services,  Benefits Assessment,126052,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,168900,13-Nov-14,Central Services,  County Hall Reception,255400,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,168900,13-Nov-14,Central Services,  Blue Badges Scheme,255500,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,196574,27-Nov-14,Children's and Education Services,  Social Worker Staff Teams,16028,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,196574,27-Nov-14,Children's and Education Services,  Administration - Ashington DO,16501,101001  ,"Recruitment - Tests, CRB charges etc",50,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,196574,27-Nov-14,Children's and Education Services,  Administration - Blyth DO,16504,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,196574,27-Nov-14,Central Services,  Registrars,116001,101001  ,"Recruitment - Tests, CRB charges etc",175,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,196574,27-Nov-14,Central Services,  Coroners,117001,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,196574,27-Nov-14,Central Services,  Democratic Services/Scrutiny,119001,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,196574,27-Nov-14,Central Services,  Legal,120001,101001  ,"Recruitment - Tests, CRB charges etc",200,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DISCLOSURE SCOTLAND,196574,27-Nov-14,Highways and Transport Services,  Design,202150,101001  ,"Recruitment - Tests, CRB charges etc",25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198450,28-Nov-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,318.93,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198475,28-Nov-14,Adult Social Care,  Older Pdi North - PNLTA,306405,167006  ,Care Homes with Nursing,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198475,28-Nov-14,Adult Social Care,  Older Pdi North - PNLTA,306405,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198475,28-Nov-14,Adult Social Care,  Older MH North - PNMB1 - Two,306408,167007  ,Residential Care,"5,428.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198475,28-Nov-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,"3,587.91",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198475,28-Nov-14,Adult Social Care,  F.N.C.,306421,167006  ,Care Homes with Nursing,"4,641.53",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198476,28-Nov-14,Adult Social Care,  F.N.C.,306421,167006  ,Care Homes with Nursing,"1,082.22",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198477,28-Nov-14,Adult Social Care,  Older Pdi North - PNLTA,306405,167006  ,Care Homes with Nursing,"1,788.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198477,28-Nov-14,Adult Social Care,  Older Pdi North - PNLTA,306405,167007  ,Residential Care,"5,407.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198477,28-Nov-14,Adult Social Care,  Older MH North - PNMB1 - Two,306408,167007  ,Residential Care,"5,428.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198477,28-Nov-14,Adult Social Care,  CHC Packages,306420,167006  ,Care Homes with Nursing,"2,232.48",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198477,28-Nov-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,809.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198477,28-Nov-14,Adult Social Care,  F.N.C.,306421,167006  ,Care Homes with Nursing,443.56,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,DOLPHIN PROPERTY CARE HOME LTD,198478,28-Nov-14,Adult Social Care,  LD North - LN1A1,306152,167007  ,Residential Care,"1,788.92",Expense
