"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Jul-14 to 31-Jul-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,5379764,29-Jul-14,Education Services ,  Education Provided Other Than At School,14000,2095  ,Pupils - Travel,546,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5372673,23-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,413.34,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5338981,24-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"4,179.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5341098,02-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,444,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5373739,28-Jul-14,Highways and Transport Services ,  Concessionary Travel,204140,2200  ,Concessions - payments to bus operator,"255,533.85",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5373325,23-Jul-14,Highways and Transport Services ,  Concessionary Travel,204140,2200  ,Concessions - payments to bus operator,"85,177.95",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378306,29-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,786.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378307,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"1,330.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378309,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"4,860.54",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378353,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"1,076.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378429,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"1,533.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378432,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,385,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378436,31-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,360,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378437,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"1,150.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378439,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"8,695.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378442,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2040  ,Other Transport Costs,"1,822.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5386907,31-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"2,955.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5386907,31-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,7155  ,Bus Fares,-356.1,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378447,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"2,346.59",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5378453,28-Jul-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"2,063.23",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARTEMIS SUPPORT LIMITED,5357482,10-Jul-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"6,857.14",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARTEMIS SUPPORT LIMITED,5362534,17-Jul-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"3,087.52",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARTEMIS SUPPORT LIMITED,5338808,14-Jul-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"9,600.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARTEMIS SUPPORT LIMITED,5362242,25-Jul-14,Childrens Social Care ,  Out Of County Placements,16020,3355  ,Out Of County Residential Placements,"9,600.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASDA BUSINESS REWARDS,5357088,10-Jul-14,Education Services ,  Work Programme,10029,2920  ,Client Based Expenditure - Expenses,975,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASDA STORES LIMITED,5345585,03-Jul-14,Public Health,   Stop Smoking Services Pharmacy Direct,35122,2656  ,Commissioned Services,"1,681.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASDA STORES LIMITED,5386921,31-Jul-14,Public Health,   Stop Smoking Services Pharmacy Direct,35122,2656  ,Commissioned Services,"1,232.97",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASD METAL SERVICES,5380299,30-Jul-14,Highways and Transport Services ,  Rechargable Construction - South East,200420,2532  ,Highways Materials,350,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASD METAL SERVICES,5377914,25-Jul-14,Highways and Transport Services ,  Rechargable Construction - South East,200420,2062  ,External Hires,"1,800.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASD METAL SERVICES,5382455,30-Jul-14,Highways and Transport Services ,  Rechargable Construction - South East,200420,2532  ,Highways Materials,412.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON JOINT WELFARE,5361896,16-Jul-14,Education Services ,  Education Provided Other Than At School,14000,1551  ,Casual hire of facilities,277.7,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON JOINT WELFARE,5362307,16-Jul-14,,  Section 106 Agreements - South East,990191,8441  ,Section 106 Expenditure,"5,000.00",Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341644,02-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,350,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341706,02-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,320,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5349038,08-Jul-14,Childrens Social Care ,  Wansbeck FACT,16016,4102  ,Client Transport,"1,902.88",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341698,02-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,800,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5373259,23-Jul-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,680.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341693,02-Jul-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,720,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341691,02-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,630,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341688,25-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,567,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341686,02-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,720,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341670,02-Jul-14,Education Services ,  Home to School Transport,204120,2092  ,Volunteers Travel Allowance,440,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341670,02-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,450,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341660,02-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,365.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341639,23-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,866.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341652,02-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,341,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5358028,11-Jul-14,Adult Social Care ,  LD North - LN1A1,306152,4102  ,Client Transport,272,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341637,02-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,286,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5341685,02-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,456,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5359559,14-Jul-14,Education Services ,  Alnwick and Rothbury Childrens Centre,9402,4102  ,Client Transport,320,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5359091,14-Jul-14,Adult Social Care,  CHC Packages,306420,3352  ,Other Independent Care,"1,433.04",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5361334,16-Jul-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,102.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5365165,17-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,345.72,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5369612,22-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,"1,173.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5369613,22-Jul-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,999,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5367848,21-Jul-14,Adult Social Care ,  Older PDI Central - PCLA1,306402,4102  ,Client Transport,139.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5367848,21-Jul-14,Adult Social Care,  CHC Packages,306420,3352  ,Other Independent Care,170.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5373390,30-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,420,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5373393,29-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,312,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5373398,29-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,324,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5373472,29-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,468,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5373467,30-Jul-14,Education Services ,  Home to School Transport,204120,2092  ,Volunteers Travel Allowance,480,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5373450,29-Jul-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,120.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5373445,29-Jul-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,735,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5373430,30-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,910,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHINGTON TAXIS,5373376,30-Jul-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,403,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASHWOODS LIGHTFOOT LIMITED,5349351,16-Jul-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2702  ,Computer hardware,"1,445.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASI TRAVEL,5377582,29-Jul-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,540.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5341135,07-Jul-14,Cultural and Related Services ,  Schools Library Service,252400,2525  ,Books,835.76,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337491,15-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,19,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337491,15-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,403.93,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337492,15-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,15,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337492,15-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,413.91,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337494,15-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,16.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337494,15-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,619.56,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337496,15-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,19.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337496,15-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,665.91,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337500,16-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,20,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337500,16-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,491.25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337505,16-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,15.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337505,16-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,476.66,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337522,18-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,12.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5337522,18-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,248.38,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5351358,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,19,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5351358,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,582.34,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5352780,22-Jul-14,Cultural and Related Services ,  Schools Library Service,252400,2525  ,Books,"1,129.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357457,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,9.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357457,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,237.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357457,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,45.57,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357457,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,48.07,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5365311,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5365311,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,219.72,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5365311,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,46.7,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5365311,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,12.29,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357459,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,9,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357459,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,238.95,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357459,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,40.09,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357459,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,38.41,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357461,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,8.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357461,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,187.83,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357461,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,45.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357461,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,48.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357463,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357463,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,199.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357463,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,64.29,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357463,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,27.79,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357466,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,12.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357466,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,275.71,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357466,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,109.34,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357466,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,55.18,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357471,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,8.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357471,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,173.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357471,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,67.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5357471,22-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,65.64,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5352781,22-Jul-14,Cultural and Related Services ,  Schools Library Service,252400,2525  ,Books,285.83,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5373330,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,24,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5373330,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,292.62,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5373330,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,97.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5373330,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,210.02,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5365338,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,20.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5365338,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,230.11,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5365338,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,139.41,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5365338,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,175.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5373280,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,21.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5373280,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,335.46,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5373280,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,43.61,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,5373280,24-Jul-14,Cultural and Related Services ,  County Library Service,252020,2525  ,Books,164.78,Expense
