"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Jan-14 to 31-Jan-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALAN LE MARINEL,5126435,31-Jan-14,Central Services - Other Operating Income and Expenditure ,  Internal Audit,129001,2639  ,Professional Services,975,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALBANY HOUSE,5119255,23-Jan-14,Adult Social Care ,  Older MH South - PSMB1,306411,3359  ,Residential Care,"3,305.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,5094312,13-Jan-14,Adult Social Care ,  Sealodge,300155,2510  ,Loose Furniture,376,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALBURY CARE GROUP,5112236,21-Jan-14,Adult Social Care ,  Older Pdi North - PNLTB,306406,3359  ,Residential Care,702.79,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALBURY CARE GROUP,5112237,21-Jan-14,Adult Social Care ,  Older Pdi North - PNLTB,306406,3359  ,Residential Care,"5,366.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALBURY CARE GROUP,5112237,21-Jan-14,Adult Social Care ,  Older MH North - PNMB1 - Two,306408,3359  ,Residential Care,"5,428.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALD AUTOMOTIVE,5083951,13-Jan-14,Highways and Transport Services ,  Lease Cars,205300,2032  ,Operating Lease - Lease Cars,"2,232.62",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALD AUTOMOTIVE,5100399,16-Jan-14,Highways and Transport Services ,  Lease Cars,205300,2040  ,Other Transport Costs,"1,375.26",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALD AUTOMOTIVE,5100401,28-Jan-14,Highways and Transport Services ,  Lease Cars,205300,2032  ,Operating Lease - Lease Cars,"24,811.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALD AUTOMOTIVE,5100402,28-Jan-14,Highways and Transport Services ,  Lease Cars,205300,2032  ,Operating Lease - Lease Cars,"12,108.33",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALISTAIR TURNER FUNERAL SERVICES LTD,5091784,08-Jan-14,Central Services - Central Services to the Public ,  Coroners,117001,2623  ,Body Conveyancing,"1,801.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALISTAIR TURNER FUNERAL SERVICES LTD,5108065,16-Jan-14,Central Services - Central Services to the Public ,  Coroners,117001,2623  ,Body Conveyancing,"2,485.86",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLAN COURT CARE CENTRE,5099272,09-Jan-14,Adult Social Care ,  Older MH South - PSMB1,306411,3359  ,Residential Care,811.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLAN COURT CARE CENTRE,5099273,09-Jan-14,Adult Social Care ,  Older MH South - PSMB1,306411,3359  ,Residential Care,"1,892.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLAN COURT CARE CENTRE,5099274,09-Jan-14,Adult Social Care ,  Older MH South - PSMB1,306411,3359  ,Residential Care,"1,892.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLENDALE BREW CO LIMITED,5121769,28-Jan-14,Rural Growth Network,  Rural Growth Network,990348,8844  ,RGN - Rural Growth Network,"6,300.40",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLENDALE CREATIVE ARTISTS CIC,5109603,17-Jan-14,Planning Services ,  Locality Development,103001,3180  ,Grants to Voluntary Bodies,500,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLENDALE PRE-SCHOOL PLAYGROUP REG'D CHARITY 1026223,5103355,15-Jan-14,Education Services ,  Free Early Learning and Childcare (2Year Olds) Grant,24022,3251  ,Other Contributions,650.25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLENDALE PRE-SCHOOL PLAYGROUP REG'D CHARITY 1026223,5103466,15-Jan-14,Education Services ,  Funding for 3 and 4 Year Old Children,24018,3251  ,Other Contributions,"6,654.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLIED HEALTHCARE GROUP LTD,5112499,22-Jan-14,Adult Social Care,  CHC Packages,306420,3360  ,Homecare,"1,936.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5086657,03-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2019  ,Diesel,"3,248.41",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5086657,03-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2022  ,Petrol,141.58,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5120375,24-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2019  ,Diesel,"2,267.43",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5120375,24-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2022  ,Petrol,68.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5114884,22-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2019  ,Diesel,553.65,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5104063,15-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2019  ,Diesel,"1,516.60",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5104063,15-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2022  ,Petrol,61.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5120376,24-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2019  ,Diesel,"3,141.52",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5120376,24-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2022  ,Petrol,139.31,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5122038,28-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2019  ,Diesel,"2,433.61",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5122038,28-Jan-14,Highways and Transport Services ,  Vehicles and Compliance,205100,2022  ,Petrol,99.3,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5102798,14-Jan-14,Fire and Rescue Services ,  Engineering Services,30120,2010  ,Vehicle running costs,"2,969.65",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALLSTAR BUSINESS SOLUTION LTD,5102791,14-Jan-14,Fire and Rescue Services ,  Engineering Services,30120,2010  ,Vehicle running costs,"2,597.59",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALNORTHUMBRIA VETERINARY GROUP,5084244,02-Jan-14,Environmental and Regulatory Services ,  Licensing,233100,2680  ,Inspection and Assessment Fees,288.39,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALNWICK TYRES LTD,5092954,08-Jan-14,Highways and Transport Services ,  Alnwick Lionheart Workshop,205240,2015  ,Tyres,410,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALPHABET CARS,5090211,08-Jan-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,703.05,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ALPHA BUSINESS COMMUNICATIONS LTD,5090202,07-Jan-14,Adult Social Care ,  Foundry House Admin,306618,2721  ,Telephone Rental & Calls,"1,390.67",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AMBLE TAXIS,5090221,08-Jan-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,257.15",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AMBLE TAXIS,5090219,07-Jan-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,499.70",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AMBLE TAXIS,5090218,08-Jan-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,879,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AMBLE TAXIS,5090216,28-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,856.95,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AMBLE TAXIS,5090214,14-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,393.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AMBLE TAXIS,5102841,14-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,-393.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AMBLE TAXIS,5102846,14-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,462,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AM-2-PM,5091572,08-Jan-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,425.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANCHOR TRUST,5094234,08-Jan-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3359  ,Residential Care,"1,952.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANCHOR TRUST,5094234,08-Jan-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"5,848.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANCHOR TRUST,5120450,24-Jan-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3359  ,Residential Care,"1,952.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANCHOR TRUST,5120450,24-Jan-14,Adult Social Care ,  Older MH West - PWMH1,306414,3359  ,Residential Care,"5,848.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANDREW HARDY,5099307,09-Jan-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,"1,300.00",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANGELS ASSISTED LIVING SERVICES,5094243,09-Jan-14,Adult Social Care,  CHC Packages,306420,3360  ,Homecare,"8,887.50",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANGELS ASSISTED LIVING SERVICES,5109520,20-Jan-14,Adult Social Care,  CHC Packages,306420,3360  ,Homecare,940.49,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANGELS ASSISTED LIVING SERVICES,5121817,28-Jan-14,Adult Social Care,  CHC Packages,306420,3360  ,Homecare,"7,110.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANJI ALLEN,5091151,07-Jan-14,Cultural and Related Services,  Tourist Information Centres,990383,8802  ,TIC Gross Sales,811.96,Liability
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANTALIS LIMITED,5058814,06-Jan-14,Central Services - Other Operating Income and Expenditure ,  Central Print,127800,2580  ,Printing & Stationery,344.1,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANTALIS LIMITED,5058812,06-Jan-14,Central Services - Other Operating Income and Expenditure ,  Central Print,127800,2580  ,Printing & Stationery,"1,905.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANTALIS LIMITED,5058811,06-Jan-14,Central Services - Other Operating Income and Expenditure ,  Central Print,127800,2580  ,Printing & Stationery,417,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANTALIS LIMITED,5076821,13-Jan-14,Central Services - Central Services to the Public ,  Council Tax,126032,2580  ,Printing & Stationery,193,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANTALIS LIMITED,5076821,13-Jan-14,Housing General Fund ,  Benefits Assessment,126052,2580  ,Printing & Stationery,193,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANTALIS LIMITED,5112552,21-Jan-14,Central Services - Other Operating Income and Expenditure ,  Central Print,127800,2580  ,Printing & Stationery,"1,905.01",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANTONY DAVIS,5081205,02-Jan-14,Education Services ,  Northumberland Creative & Performing Arts,10195,0670  ,Agency Staff,280,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANTONY DAVIS,5094318,17-Jan-14,Education Services ,  Northumberland Creative & Performing Arts,10195,0670  ,Agency Staff,280,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ANTZ CABS,5090224,08-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,020.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,APEX ACOUSTICS LIMITED,5066696,06-Jan-14,Highways and Transport Services ,  Local Growth Team,202300,3251  ,Other Contributions,860,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,APOLLOMAX LTD,5083586,15-Jan-14,Environmental and Regulatory Services ,  NEAT Team West,217300,1600  ,Building cleaning,250.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,APPLEGARTH HEALTHCARE,5120415,24-Jan-14,Adult Social Care ,  Older PDI West - PWLTH - One,306412,3357  ,Care Homes with Nursing,"1,996.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AQUEOUS 1ST KWIK FLOW LIMITED,5083154,07-Jan-14,Highways and Transport Services ,  Rechargable Construction - West,200440,2062  ,External Hires,"4,122.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AQUEOUS 1ST KWIK FLOW LIMITED,5083140,08-Jan-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,396.08,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AQUEOUS 1ST KWIK FLOW LIMITED,5083090,08-Jan-14,Fixed Asset Account,  Fixed Asset Account,990120,8432  ,CIP  - Infrastructure,403.75,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCHER UK,5121751,28-Jan-14,Regional Growth Fund,  Regional Growth Fund,991220,8743  ,Partnership Development Projects,"2,166.68",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5091865,28-Jan-14,Education Services ,  Work Programme,10029,1551  ,Casual hire of facilities,262.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5091869,28-Jan-14,Education Services ,  Work Programme,10029,1551  ,Casual hire of facilities,269.41,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5091870,28-Jan-14,Education Services ,  Work Programme,10029,1551  ,Casual hire of facilities,327.98,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5115107,22-Jan-14,Central Services - Other Operating Income and Expenditure ,  CPS Estates Strategy,128020,7198  ,Fees and Charges - General,"-3,000.00",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5115107,22-Jan-14,Central Services - Other Operating Income and Expenditure ,  Kielder Workshops,128101,1560  ,Business rates,"1,007.61",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5115107,22-Jan-14,Central Services - Other Operating Income and Expenditure ,  Richard Stannard House,128117,1560  ,Business rates,"13,647.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5115107,22-Jan-14,Central Services - Other Operating Income and Expenditure ,  Kitty Brewster Trading Estate,128118,1560  ,Business rates,"8,167.34",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5115107,22-Jan-14,Central Services - Other Operating Income and Expenditure ,  Seaton Delaval Offices - Running Costs,294945,1560  ,Business rates,"36,415.47",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5088823,06-Jan-14,Education Services ,  Work Programme,10029,1551  ,Casual hire of facilities,300,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5095047,09-Jan-14,Education Services ,  Work Programme,10029,1551  ,Casual hire of facilities,300.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5115141,23-Jan-14,Central Services - Corporate and Democratic Core ,  Regional Growth Fund,105013,3251  ,Other Contributions,"3,767.61",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCH (COMMERCIAL ENTERPRISE) LIMITED,5122973,29-Jan-14,Central Services - Corporate and Democratic Core ,  Northumberland Business Support,105020,2656  ,Commissioned Services,"38,036.63",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCO GROUP LIMITED,5054077,02-Jan-14,Fire and Rescue Services ,  Fire & Rescue Services Admin Centre,30100,2561  ,Protective Clothing,529.84,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCO GROUP LIMITED,5065386,08-Jan-14,Highways and Transport Services,  Hexham Store,990103,8428  ,Stock In Hand,278.99,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCO GROUP LIMITED,5072957,14-Jan-14,Fire and Rescue Services ,  Fire & Rescue Services Admin Centre,30100,2561  ,Protective Clothing,330.52,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCO GROUP LIMITED,5070938,13-Jan-14,Fire and Rescue Services ,  Fire & Rescue Services Admin Centre,30100,2561  ,Protective Clothing,297.78,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARCO GROUP LIMITED,5092551,30-Jan-14,Highways and Transport Services,  Hexham Store,990103,8428  ,Stock In Hand,756.8,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDEN HOUSE NURSING HOME,5094221,08-Jan-14,Adult Social Care ,  Older PDI Central - PCLA1,306402,3357  ,Care Homes with Nursing,"1,873.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDEN HOUSE NURSING HOME,5108027,16-Jan-14,Adult Social Care ,  Older PDI Central - PCLA1,306402,3357  ,Care Homes with Nursing,"1,206.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,5120436,24-Jan-14,Adult Social Care ,  LD South - LS1B1,306153,3359  ,Residential Care,"1,701.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,5120436,24-Jan-14,Adult Social Care ,  Older MH Central - PCMM1- Two,306404,3359  ,Residential Care,"3,403.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARDGOWAN HOUSE,5120436,24-Jan-14,Adult Social Care ,  Older MH South - PSMB1,306411,3359  ,Residential Care,"8,143.18",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,AREA NORTH TRAINING AND SAFETY LIMITED,5122625,28-Jan-14,Highways and Transport Services ,  Construction,200300,7111  ,Training & Course fees,295,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARGOS CORPORATE LINK,5121529,27-Jan-14,Education Services ,  Targeted Adolescent Service - Accommodation,11056,1580  ,Fixtures and Fittings and Furnishings,437.18,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARJO HUNTLEIGH,5111776,21-Jan-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,429.9,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARJO HUNTLEIGH,5089114,06-Jan-14,Adult Social Care ,  Tynedale House Residential OP,300252,1502  ,Building Maintenance - Structural - Unplanned - Centrally Funded,538.74,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARJO HUNTLEIGH,5101830,13-Jan-14,Adult Social Care ,  Pottergate Centre (Alnwick),300052,2504  ,Equipment Maintenance,380.34,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARMSTRONGS,5123242,29-Jan-14,Cultural and Related Services ,  Bolam Lake,203210,1502  ,Building Maintenance - Structural - Unplanned - Centrally Funded,990,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5089638,06-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,281.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5089639,06-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,289.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5089640,06-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,289.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5089641,06-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2060  ,Vehicle hire,281.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5102871,14-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,281.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5102872,14-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,289.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5102873,14-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,289.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5111290,21-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,281.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5111291,21-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,281.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5111292,21-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,281.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5120218,27-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,289.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK AUTOMOBILES LIMITED,5120219,27-Jan-14,Highways and Transport Services ,  Hire Desk,205360,2062  ,External Hires,289.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARNOLD CLARK LTD,5102405,14-Jan-14,Fixed Asset Account,  Fixed Asset Account,990120,8434  ,CIP  - Plant and Equipment,"19,647.40",Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,5084242,02-Jan-14,Childrens Social Care ,  Tynedale FACT,16014,4103  ,Other Placement Costs,435,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,5094866,09-Jan-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,645,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,5094835,09-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,603.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,5094823,09-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,168.95",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,5094844,09-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,485.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,5094839,09-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,794.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRANS CABS,5094841,09-Jan-14,Education Services ,  Education Provided Other Than At School,14000,2095  ,Pupils - Travel,585,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5127267,31-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,620,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5048026,08-Jan-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,"1,584.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5088994,08-Jan-14,Highways and Transport Services ,  Concessionary Travel,204140,2200  ,Concessions - payments to bus operator,"255,533.85",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5088985,10-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,240.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5090226,13-Jan-14,Highways and Transport Services ,  Supported Bus Services,204160,2204  ,Support - rural bus routes,550,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5094474,08-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,423.25",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,ARRIVA NORTHUMBRIA LIMITED,5094475,08-Jan-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,423.25",Expense
