"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-May-14 to 31-May-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Childrens Social Care ,  Social Worker Staff Teams,16028,0670  ,Agency Staff,"8,172.21",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Childrens Social Care ,  Administration - Ashington DO,16501,0670  ,Agency Staff,294,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Childrens Social Care ,  Netherton Kestrel Residential Home,17002,0670  ,Agency Staff,683.78,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Childrens Social Care ,  Barndale Short Break,17006,0670  ,Agency Staff,420.64,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Childrens Social Care ,  Kyloe House,17010,0670  ,Agency Staff,"3,551.02",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Childrens Social Care ,  Family Placement Service,17012,0670  ,Agency Staff,"2,865.55",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Childrens Social Care ,  Adoption Reform Grant,17021,0670  ,Agency Staff,"3,562.62",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Childrens Social Care ,  Safeguarding Unit,25000,0670  ,Agency Staff,"1,155.93",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Central Services - Corporate and Democratic Core ,  Equal Pay,106003,0670  ,Agency Staff,879.23,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Central Services - Other Operating Income and Expenditure ,  Communications,107001,0670  ,Agency Staff,"1,496.96",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Central Services - Other Operating Income and Expenditure ,  Employee Services,125011,0670  ,Agency Staff,355.18,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Central Services - Other Operating Income and Expenditure ,  Procurement,125040,0670  ,Agency Staff,638.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Central Services - Other Operating Income and Expenditure ,  CPS Estates Strategy,128020,0670  ,Agency Staff,348.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Central Services - Other Operating Income and Expenditure ,  CPS IFM Statutory & Planned,128022,0670  ,Agency Staff,871.35,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Central Services - Other Operating Income and Expenditure ,  CPS IFM Energy Management,128024,0670  ,Agency Staff,372.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Highways and Transport Services ,  Construction,200300,0670  ,Agency Staff,"1,062.75",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Highways and Transport Services ,  A69 NPLG,200550,0670  ,Agency Staff,340.3,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Highways and Transport Services ,  Highways Network Management,202100,0670  ,Agency Staff,459.27,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Highways and Transport Services ,  Design,202150,0670  ,Agency Staff,"3,154.45",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Environmental and Regulatory Services ,  Hexham Depot - Waste Collection Services,225500,0670  ,Agency Staff,395.01,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Environmental and Regulatory Services ,  Stakeford Depot - Waste Collection Services,225700,0670  ,Agency Staff,804.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Planning Services ,  Strategic & Urban Development Management,240010,0670  ,Agency Staff,968.37,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Central Services - Other Operating Income and Expenditure ,  Alnwick One Stop Shop,255320,0670  ,Agency Staff,266.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Central Services - Other Operating Income and Expenditure ,  Ashington One Stop Shop,255350,0670  ,Agency Staff,656.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Adult Social Care ,  Blyth Riverside Resource Centre (Blyth),300051,0670  ,Agency Staff,386.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Adult Social Care ,  Bedlington Day Centre,300100,0670  ,Agency Staff,346.67,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Adult Social Care ,  Finance and Resources,300450,0670  ,Agency Staff,973.18,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5280744,22-May-14,Adult Social Care ,  CHC Partnership Admin Costs,306623,0670  ,Agency Staff,"1,853.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Education Services ,  Emp & Skills Business Support,10027,0670  ,Agency Staff,"1,273.36",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Education Services ,  Youth Justice,11055,0670  ,Agency Staff,500.98,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Education Services ,  Targeted Adolescent Service - Accommodation,11056,0670  ,Agency Staff,"1,624.40",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Childrens Social Care ,  Social Worker Staff Teams,16028,0670  ,Agency Staff,"12,793.51",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Childrens Social Care ,  Administration - Ashington DO,16501,0670  ,Agency Staff,147,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Childrens Social Care ,  Netherton Kestrel Residential Home,17002,0670  ,Agency Staff,399.03,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Childrens Social Care ,  Barndale Short Break,17006,0670  ,Agency Staff,506.78,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Childrens Social Care ,  Kyloe House,17010,0670  ,Agency Staff,"4,633.18",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Childrens Social Care ,  Family Placement Service,17012,0670  ,Agency Staff,"1,694.62",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Childrens Social Care ,  Adoption Reform Grant,17021,0670  ,Agency Staff,"3,530.11",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Childrens Social Care ,  Safeguarding Unit,25000,0670  ,Agency Staff,"1,546.47",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Central Services - Corporate and Democratic Core ,  Equal Pay,106003,0670  ,Agency Staff,"1,092.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Central Services - Other Operating Income and Expenditure ,  Communications,107001,0670  ,Agency Staff,910.66,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Central Services - Other Operating Income and Expenditure ,  Employee Services,125011,0670  ,Agency Staff,445.48,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Central Services - Other Operating Income and Expenditure ,  Procurement,125040,0670  ,Agency Staff,367.08,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Central Services - Other Operating Income and Expenditure ,  CPS Estates Strategy,128020,0670  ,Agency Staff,436.1,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Central Services - Other Operating Income and Expenditure ,  CPS IFM Statutory & Planned,128022,0670  ,Agency Staff,871.35,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Central Services - Other Operating Income and Expenditure ,  CPS IFM Energy Management,128024,0670  ,Agency Staff,242.19,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Highways and Transport Services ,  Construction,200300,0670  ,Agency Staff,"1,062.75",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Highways and Transport Services ,  Rechargable Maintenance - West,200540,0670  ,Agency Staff,238.56,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Highways and Transport Services ,  A69 NPLG,200550,0670  ,Agency Staff,323.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Highways and Transport Services ,  Highways Network Management,202100,0670  ,Agency Staff,521.23,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Highways and Transport Services ,  Design,202150,0670  ,Agency Staff,"1,808.75",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Environmental and Regulatory Services ,  Hexham Depot - Waste Collection Services,225500,0670  ,Agency Staff,309.32,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Environmental and Regulatory Services ,  Stakeford Depot - Waste Collection Services,225700,0670  ,Agency Staff,804.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Planning Services ,  Strategic & Urban Development Management,240010,0670  ,Agency Staff,"1,608.64",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Central Services - Other Operating Income and Expenditure ,  Alnwick One Stop Shop,255320,0670  ,Agency Staff,414.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Central Services - Other Operating Income and Expenditure ,  Ashington One Stop Shop,255350,0670  ,Agency Staff,362.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Adult Social Care ,  Blyth Riverside Resource Centre (Blyth),300051,0670  ,Agency Staff,386.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Adult Social Care ,  Bedlington Day Centre,300100,0670  ,Agency Staff,171.9,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Adult Social Care ,  Finance and Resources,300450,0670  ,Agency Staff,860.84,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMENSURA LIMITED,5289793,29-May-14,Adult Social Care ,  CHC Partnership Admin Costs,306623,0670  ,Agency Staff,"1,027.84",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNICARE GB LIMITED,5280721,19-May-14,Adult Social Care,  CHC Packages,306420,3357  ,Care Homes with Nursing,"30,038.28",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITIES AND LOCAL GOVERNMENT,5284661,22-May-14,Fire and Rescue Services ,  Fire & Rescue Services Admin Centre,30100,2722  ,Communications/radio schemes/data,"23,723.65",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286905,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,607.71,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286912,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"2,100.69",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286913,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"3,459.96",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286914,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"3,459.96",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286915,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"3,459.96",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286916,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"3,459.96",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286917,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"4,242.92",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286906,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"3,403.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286907,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"3,403.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286908,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"5,207.88",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286909,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"3,403.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286910,22-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3359  ,Residential Care,"2,722.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286910,22-May-14,Adult Social Care,  CHC Packages,306420,3359  ,Residential Care,680.64,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMMUNITY INTERGRATED CARE,5286911,22-May-14,Adult Social Care ,  LD South - LS1B1,306153,3359  ,Residential Care,"3,403.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COMPUTER AND DESIGN SERVICES LTD,5262712,06-May-14,Central Services - Other Operating Income and Expenditure ,  Information and Applications - Management,127200,2705  ,Computer software - annual licence agreement,318,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CONCORDIA LEISURE CENTRE,5293904,29-May-14,Adult Social Care ,  Bedlington Day Centre,300100,1551  ,Casual hire of facilities,333.33,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CONNEVANS LTD,5255865,22-May-14,Education Services ,  Sensory Support Service,15003,2500  ,Equipment,"1,687.95",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261321,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,485.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261316,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,474.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261325,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,990,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261336,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,595.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261329,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,595.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261339,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,980.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261344,09-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,260.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261385,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,738.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261359,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"2,090.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261379,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,430.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261392,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,430.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COOPERS TOURMASTER TRAVEL,5261398,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,600.06",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUET,5264310,07-May-14,Adult Social Care ,  Main Supporting People Grant,303301,3251  ,Other Contributions,599.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUET,5267749,09-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3360  ,Homecare,"4,693.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUET,5267746,09-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3360  ,Homecare,449.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUET,5267747,09-May-14,Adult Social Care ,  LD Central - LC1M1 - One,306150,3360  ,Homecare,"3,204.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUET,5267750,09-May-14,Adult Social Care,  CHC Packages,306420,3360  ,Homecare,"6,126.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUETDALE PRIVATE HIRE,5260664,02-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,392,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUETDALE PRIVATE HIRE,5260662,09-May-14,Highways and Transport Services ,  SEN Transport,204190,2095  ,Pupils - Travel,"1,089.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUET MEDICAL GROUP,5284453,22-May-14,Public Health,  Local Public Health Service Health Checks,35114,2656  ,Commissioned Services,550,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUET MEDICAL GROUP,5284451,22-May-14,Public Health,  Local Public Health Service IUCD GP,35115,2656  ,Commissioned Services,704.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUET MEDICAL GROUP,5284452,22-May-14,Public Health,  Local Public Health Service Implant GP,35111,2656  ,Commissioned Services,541.42,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COQUET SHOREBASE TRUST LT,5287385,22-May-14,Environmental and Regulatory Services ,  Northumberland Coast AONB,206100,3251  ,Other Contributions,548.9,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CORBRIDGE EXECUTIVE TRAVEL,5264672,08-May-14,Education Services ,  Education Provided Other Than At School,14000,2095  ,Pupils - Travel,350,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CORBRIDGE EXECUTIVE TRAVEL,5264676,08-May-14,Education Services ,  Home to School Transport,204120,2095  ,Pupils - Travel,"1,152.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CORE ASSETS FOSTERING LIMITED,5260906,02-May-14,Childrens Social Care ,  Adoption Reform Grant,17021,2620  ,"Professional, Consultancy & Hired Services","3,915.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CORE ASSETS FOSTERING (FCA),5274936,27-May-14,Childrens Social Care ,  Family Placement Service,17012,4103  ,Other Placement Costs,320,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CORMETON ELECTRONICS LTD,5284947,22-May-14,Central Services - Other Operating Income and Expenditure ,  Property SLA Recharges - Berwick Academy,128034,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,307.98,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CORPORATE DIRECT EUROPE LTD,5275087,14-May-14,Central Services - Central Services to the Public ,  Registrars,116001,2720  ,Telephone equipment & installation,256.33,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CORTECH FIRE AND SECURITY SYSTEMS LTD,5268677,09-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,420,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CORTECH FIRE AND SECURITY SYSTEMS LTD,5268679,09-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,420,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CORTECH FIRE AND SECURITY SYSTEMS LTD,5275209,14-May-14,Highways and Transport Services ,  Berwick Salt Store,200920,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,420,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,CORTECH FIRE AND SECURITY SYSTEMS LTD,5260513,01-May-14,Central Services - Other Operating Income and Expenditure ,  Council Depot Northumberland Road Berwick - Running Costs,294955,2523  ,Health & Safety,420,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5270860,12-May-14,Central Services - Other Operating Income and Expenditure ,  Property SLA Recharges - Berwick Academy,128034,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,322.91,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5270973,12-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,275.18,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5270974,12-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,293.55,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5275183,14-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,352,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5275185,14-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,396,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5275189,14-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,440,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5275191,14-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,264,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5275195,14-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,308,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5275197,14-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,264,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5275199,14-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,264,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5275202,14-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,440,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5276380,15-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,561,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5276381,15-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,449,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5276382,15-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,428,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,COSTAIN LIMITED,5276383,15-May-14,Central Services - Other Operating Income and Expenditure ,  Schools SLA Statutory Maintenance,128050,1501  ,Building Maintenance - Structural - Planned - Centrally Funded,666,Expense
